"Country","Year","CountryCode","Region","IncomeGroup","Injuries","Communicable","NonCommunicable","Co2emissions","Treeloss","ExpansionSum","Meatsum","Forest_Tonsum","LifeExpectancy","Undernourishment"
"Armenia",2009,"ARM","Europe & Central Asia","Upper middle income",90683.22,94419.59,800241.45,59927.2051523368,207.649129292261,265633,70690.81,14000,73.118,4.39769310172568
"Armenia",2010,"ARM","Europe & Central Asia","Upper middle income",89368.82,91218.33,796897.9,55818.7190876226,168.352668717376,238062,69484.25,20000,73.331,3.70683567555754
"Armenia",2011,"ARM","Europe & Central Asia","Upper middle income",88337.73,88024.47,793471.02,60694.0931493192,177.620259724445,277483,71681.48,22000,73.572,3.40963129607337
"Armenia",2012,"ARM","Europe & Central Asia","Upper middle income",87241.65,83418.32,784451.29,63340.8637793776,204.002271737431,295376,73879.58,23000,73.82,3.19841325002936
"Armenia",2013,"ARM","Europe & Central Asia","Upper middle income",82888.24,79985.07,769111.51,14260.6310224671,44.7300226768598,313677,83379.9,14800,74.056,3.21034006010345
"Armenia",2014,"ARM","Europe & Central Asia","Upper middle income",82132.09,77987.01,767444.84,13726.4670902697,40.3008501233594,334814,93080.83,19600,74.273,2.79210417992327
"Armenia",2015,"ARM","Europe & Central Asia","Upper middle income",83366.36,76354.25,777344.69,761.554704298486,1.99011539360894,321106,100447.44,18400,74.467,2.80804152553975
"Armenia",2016,"ARM","Europe & Central Asia","Upper middle income",85975.39,75795.64,773727.64,11398.7619390197,31.3572583066406,306650,106144.25,18000,74.64,2.70084865465925
"Australia",2001,"AUS","East Asia & Pacific","High income",612233.81,208282.73,4158052.86,32008750.8251763,361866.894438737,859882,3853184,8323000,79.6341463414634,2.49024377003651
"Australia",2002,"AUS","East Asia & Pacific","High income",612146.16,208508.22,4204336.65,39489635.1794571,386963.191849275,901359,3895830,8508000,79.9365853658537,2.49929243799344
"Australia",2003,"AUS","East Asia & Pacific","High income",613326.24,208611.73,4227423.34,66386850.0425413,561316.657240596,887746,3754621,9387000,80.2390243902439,2.49266679725029
"Australia",2004,"AUS","East Asia & Pacific","High income",610320.96,208353.41,4257978.72,39311862.7500647,155212.652337693,905252,3851694,9452000,80.490243902439,2.50599615527578
"Australia",2005,"AUS","East Asia & Pacific","High income",613138.17,207652.87,4288693.98,44660759.6144403,288960.197155611,864055,3892161,10078000,80.8414634146341,2.51068689348055
"Australia",2006,"AUS","East Asia & Pacific","High income",620166.47,208949.56,4335611.65,50171834.167902,249473.332856022,851508,4069870,10423000,81.0414634146342,2.49363848944862
"Australia",2007,"AUS","East Asia & Pacific","High income",631511.69,208465.56,4417087.59,81924373.3961888,431482.441406524,883233,4139503,10666000,81.2926829268293,2.50780232689428
"Australia",2008,"AUS","East Asia & Pacific","High income",642859.89,206764.59,4482245.07,52939341.1256632,263266.36031325,854983,4029762,11510000,81.3951219512195,2.49123469008444
"Australia",2009,"AUS","East Asia & Pacific","High income",658193.07,208003.61,4522625.2,63437973.3750478,238483.802734981,825177,3985874,11008000,81.5439024390244,2.49839597847965
"Australia",2010,"AUS","East Asia & Pacific","High income",657309.78,208415.22,4567494.91,52087191.8315989,389180.460420936,881846,4047952,11321000,81.6951219512195,2.49211414420325
"Australia",2011,"AUS","East Asia & Pacific","High income",663308.41,208749.35,4626553.29,46192197.1396596,135332.409641334,890965,4094575,11314000,81.8951219512195,2.50885354154444
"Australia",2012,"AUS","East Asia & Pacific","High income",665745.89,206754.22,4660903.82,48113424.3121322,156037.042917033,946266,4199609,11531000,82.0463414634146,2.49096073936642
"Australia",2013,"AUS","East Asia & Pacific","High income",672344.84,208087.64,4721750.29,77683254.0621557,282234.328642622,970807,4541943.5,11123165,82.1487804878049,2.50201766685849
"Australia",2014,"AUS","East Asia & Pacific","High income",687545.02,208396.13,4811317.03,87949885.2640757,338584.176569619,1039756,4878967.5,11323262,82.3,2.49319134476863
"Australia",2015,"AUS","East Asia & Pacific","High income",703952.21,212457.42,4903709.39,75753431.4102783,311409.440330368,998731,4967488,11650899,82.4,2.49860671647242
"Australia",2016,"AUS","East Asia & Pacific","High income",715219.73,214189.82,4970102.42,132108547.786625,498664.715808774,1005691,4697340,11790532,82.4487804878049,2.50084357142543
"Austria",2001,"AUT","Europe & Central Asia","High income",240208.86,77701.17,2101883.59,2793853.29902051,6946.63929373703,464411,832034,12236000,78.5756097560976,2.5105596188652
"Austria",2002,"AUT","Europe & Central Asia","High income",239073.82,77002.74,2109744.02,4492835.30844411,10929.0025784973,478558,850636,12621000,78.6780487804878,2.51231483517313
"Austria",2003,"AUT","Europe & Central Asia","High income",237801.53,79025.4,2119400.92,5816505.15783881,14517.7683127046,421560,853484,13047000,78.6317073170732,2.51242512852601
"Austria",2004,"AUT","Europe & Central Asia","High income",235461,78557.79,2108821.97,6339587.97309958,14635.9517132311,496987,855627,13805959,79.1804878048781,2.50523081961911
"Austria",2005,"AUT","Europe & Central Asia","High income",235313.1,78402.4,2112187.42,10009788.4705607,21707.2198136486,529108,848905,14099000,79.3317073170732,2.50948826549878
"Austria",2006,"AUT","Europe & Central Asia","High income",231352.73,75740.57,2099786.94,6074861.65974392,12614.010490774,470047,859677,14704000,79.8804878048781,2.49123949718934
"Austria",2007,"AUT","Europe & Central Asia","High income",229374.53,75609.67,2105388.2,15484395.8697583,31751.1271357452,472033,890792,14815550,80.1804878048781,2.49756101257919
"Austria",2008,"AUT","Europe & Central Asia","High income",227424.14,74647.17,2106358.2,13391867.0800781,26946.7026499587,531470,897128,14610102,80.4317073170732,2.48942483570064
"Austria",2009,"AUT","Europe & Central Asia","High income",228336.17,74331.63,2128101.77,7773626.24781439,15921.9523498796,510706,905037,13506983,80.3317073170732,2.51211174776792
"Austria",2010,"AUT","Europe & Central Asia","High income",227369.12,74422.54,2132385.61,8014025.95451998,16751.0300594894,548234,920059,14527342,80.5804878048781,2.49579450451342
"Austria",2011,"AUT","Europe & Central Asia","High income",224081.37,73137.18,2140932.71,9320622.91013843,18116.9252465675,624662,917991,14157943,80.9829268292683,2.49751212562993
"Austria",2012,"AUT","Europe & Central Asia","High income",222823.18,71933.91,2157893.31,5694217.62653079,11194.2386328812,550036,901451,15623877,80.9365853658537,2.49259712754101
"Austria",2013,"AUT","Europe & Central Asia","High income",221039.53,72469.03,2170714.25,3856650.80176612,7712.21674186428,492957,903523,15165198,81.1365853658537,2.49605192996605
"Austria",2014,"AUT","Europe & Central Asia","High income",220416.34,72492.17,2184339.79,4981181.55197901,9948.63795948327,611383,899987,15104930,81.490243902439,2.50212443813707
"Austria",2015,"AUT","Europe & Central Asia","High income",223311.72,73858.54,2207913.77,4197257.96588508,7974.48641067587,501968,909621,14969023,81.190243902439,2.4972454831897
"Austria",2016,"AUT","Europe & Central Asia","High income",222291.57,74719.76,2209407.67,9314514.37181959,17293.1296450243,639771,904770,15594543,81.6414634146342,2.49822972831183
"Azerbaijan",2001,"AZE","Europe & Central Asia","Upper middle income",235307.74,904186.52,1816141.16,156615.168360537,575.394655768678,234468,137944,292400,67.054,17.0811714545817
"Azerbaijan",2002,"AZE","Europe & Central Asia","Upper middle income",232758.51,872912.98,1853916.87,296102.835049258,1192.67378935143,237155,149238,287200,67.391,13.4557322999706
"Azerbaijan",2003,"AZE","Europe & Central Asia","Upper middle income",231078.66,859723.72,1911157.73,330290.04327448,1061.66756912537,246696,160431,16400,67.791,10.3645056866423
"Azerbaijan",2004,"AZE","Europe & Central Asia","Upper middle income",233436.77,847989.94,1953795.35,157064.478421263,615.187352884377,270613,169770,15600,68.249,7.38945630087573
"Azerbaijan",2005,"AZE","Europe & Central Asia","Upper middle income",240229.35,826520.96,2003781.9,65856.6391866795,261.305414856398,268428,174523,10200,68.747,4.81588899012862
"Azerbaijan",2006,"AZE","Europe & Central Asia","Upper middle income",235261.82,797478.5,2025824.48,142411.629548957,550.008392681322,278605,180501,6000,69.259,2.81194552426783
"Azerbaijan",2007,"AZE","Europe & Central Asia","Upper middle income",236193.72,761497.67,2039977.68,140574.669375054,527.427306531274,265353,194090,400,69.752,2.48774567511224
"Azerbaijan",2008,"AZE","Europe & Central Asia","Upper middle income",237996.51,740106.62,2083159.54,131926.511241347,494.016143547459,276438,198726,6600,70.201,2.48944517920127
"Azerbaijan",2009,"AZE","Europe & Central Asia","Upper middle income",237392.31,718762.42,2118300.33,109276.549203038,394.410878154162,255842,236862,2400,70.597,2.49865705548999
"Azerbaijan",2010,"AZE","Europe & Central Asia","Upper middle income",241384.76,704355.35,2151954.91,162941.560620218,582.026428875848,240976,251911,7600,70.938,2.49604803488759
"Azerbaijan",2011,"AZE","Europe & Central Asia","Upper middle income",241187.41,684477.49,2188172.16,44250.6783511332,158.982098689681,241473,262192,94800,71.234,2.50913022274554
"Azerbaijan",2012,"AZE","Europe & Central Asia","Upper middle income",239277.56,662588.92,2216053.68,169201.6715336,623.124442430934,254249,276035,15300,71.506,2.50510252815024
"Azerbaijan",2013,"AZE","Europe & Central Asia","Upper middle income",240576.8,640168.09,2239681.23,46714.3792052135,164.211296351534,266886,286882,20800,71.768,2.49433024334536
"Azerbaijan",2014,"AZE","Europe & Central Asia","Upper middle income",242605.73,615808.67,2268409.04,69144.7530534776,351.962184381774,253305,291189,20800,72.022,2.50155532367369
"Azerbaijan",2015,"AZE","Europe & Central Asia","Upper middle income",244774.93,591168.71,2291755.1,6079.03531589249,27.5050634011806,278795,298613,35000,72.266,2.49331203773609
"Azerbaijan",2016,"AZE","Europe & Central Asia","Upper middle income",246723.85,563663.79,2328939.55,8156.43903221748,26.0602214890386,284529,302227,43820,72.493,2.50993549213156
"Bangladesh",2001,"BGD","South Asia","Lower middle income",5106399.34,29348014.24,20529108.23,2311642.39313243,4609.34927787292,320295,459048.44,395429,65.956,15.8826216769999
"Bangladesh",2002,"BGD","South Asia","Lower middle income",4902787.92,28077045.24,20912715.8,1952848.94335197,4026.22230839484,326185,479698.12,398916,66.43,15.0289467684158
"Bangladesh",2003,"BGD","South Asia","Lower middle income",4739883.21,26912883.65,21309139.5,1039442.82885797,2177.20257172099,338103,495772.12,474445,66.886,14.9034834342511
"Bangladesh",2004,"BGD","South Asia","Lower middle income",4563857.53,25705226.46,21692522.63,2026525.52183101,4332.10636096377,348534,509974.78,446016,67.331,14.4616656104521
"Bangladesh",2005,"BGD","South Asia","Lower middle income",4474768.37,24349119.13,22331323.1,1674794.78537425,3318.78877580485,373474,527632.3,449629,67.773,14.2440475339503
"Bangladesh",2006,"BGD","South Asia","Lower middle income",4365189.5,22969983.93,22933766.58,3450056.23930243,6944.00914479265,369716,547341.5,452896,68.213,13.7817333743194
"Bangladesh",2007,"BGD","South Asia","Lower middle income",4686057.82,21540422.9,23370455.66,1977515.24198135,4059.82843425103,387542,566352.5,456200,68.648,13.8619476094423
"Bangladesh",2008,"BGD","South Asia","Lower middle income",4219100.61,20461453.34,23566513.58,2229031.13608441,4545.57372408806,422560,576615.5,459536,69.072,13.5739461265334
"Bangladesh",2009,"BGD","South Asia","Lower middle income",4132735.05,19197079.73,23932837.15,2842132.28860187,5698.63656612516,378310,593580.5,462909,69.485,14.7932414480435
"Bangladesh",2010,"BGD","South Asia","Lower middle income",3976868.77,18296336.81,24298328.4,2303587.39573678,4740.39398584513,436642,607355.3,466317,69.881,15.2633483218615
"Bangladesh",2011,"BGD","South Asia","Lower middle income",3763712.05,17357602.04,24215321.21,2147831.11979134,4260.86759146979,440899,625630.3,468684,70.256,15.84846834212
"Bangladesh",2012,"BGD","South Asia","Lower middle income",3592971.18,16307103.64,24339817.55,2941441.56625509,5587.82394252072,460665,634479.2,471068,70.606,15.2252300942033
"Bangladesh",2013,"BGD","South Asia","Lower middle income",3502632.64,15514496.01,24678300.55,3409651.36094741,6805.99760225163,458289,642607.2,473470,70.93,14.9903230618713
"Bangladesh",2014,"BGD","South Asia","Lower middle income",3387642.84,14912730.97,25199776.96,6895050.19460338,13690.5037371382,468970,657530.4,475888,71.231,14.0469195688077
"Bangladesh",2015,"BGD","South Asia","Lower middle income",3317922.18,14120850.87,25660876.32,7353419.90574227,14348.6983773002,472835,662502.06,478325,71.514,14.0339828034867
"Bangladesh",2016,"BGD","South Asia","Lower middle income",3273604.39,13504962.58,26200586.73,12648589.2275446,24320.0131064776,483038,670999.25,479180,71.785,13.2910050310077
"Barbados",2001,"BRB","Latin America & Caribbean","High income",6656.3,11832.75,60831.22,3607.2087666527,13.7165412401242,488951,14332.4,295,77.362,6.41214724260525
"Barbados",2002,"BRB","Latin America & Caribbean","High income",6726.88,11384.8,62555.28,3550.71062494532,12.8910299621864,483762,13447.08,295,77.534,6.19704455586385
"Barbados",2003,"BRB","Latin America & Caribbean","High income",7021.72,10927.34,64271.83,1004.52232538498,3.82213547391819,489262,14863.3,295,77.682,6.6796729482844
"Barbados",2004,"BRB","Latin America & Caribbean","High income",7136.88,10755.38,65095.3,2954.76864864441,8.69436460044813,771799,16185,294,77.808,6.18205838101368
"Barbados",2005,"BRB","Latin America & Caribbean","High income",6964.33,10645.46,65131.52,2907.41144283347,10.9423962753581,580485,17990,4294,77.915,6.09875482212581
